fecha;precio_m2;provincia;comunidad;Periodo;trimestre
01/09/2025;1030,00;Ávila;Castilla y Leon;2025;T3
01/09/2025;1240,00;Córdoba;Andalucia;2025;T3
01/09/2025;2010,00;Cantabria;Cantabria;2025;T3
01/09/2025;2060,00;Melilla;Melilla;2025;T3
01/09/2025;2620,00;Alicante;Comunitat Valenciana;2025;T3
01/09/2025;2800,00;Las Palmas;Canarias;2025;T3
01/09/2025;5090,00;Palma de Mallorca;Baleares;2025;T3
01/09/2025;5950,00;Madrid;Madrid;2025;T3
01/09/2025;743,00;Ciudad Real;Castilla la Mancha;2025;T3
01/09/2025;823,00;Jaén;Andalucia;2025;T3
01/09/2025;842,00;Cuenca;Castilla la Mancha;2025;T3
01/09/2025;913,00;Teruel;Aragon;2025;T3
01/09/2025;974,00;Badajoz;Extremadura;2025;T3
01/09/2025;988,00;Zamora;Castilla y Leon;2025;T3
01/09/2025;1006,00;Cáceres;Extremadura;2025;T3
01/09/2025;1013,00;Toledo;Castilla la Mancha;2025;T3
01/09/2025;1054,00;Ourense;Galicia;2025;T3
01/09/2025;1056,00;León;Castilla y León;2025;T3
01/09/2025;1091,00;Lugo;Galicia;2025;T3
01/09/2025;1147,00;Albacete;Castilla la Mancha;2025;T3
01/09/2025;1175,00;Palencia;Castilla y Leon;2025;T3
01/09/2025;1202,00;Soria;Castilla y Leon;2025;T3
01/09/2025;1224,00;Burgos;Castilla y Leon;2025;T3
01/09/2025;1422,00;Segovia;Castilla y Leon;2025;T3
01/09/2025;1436,00;Guadalajara;Castilla la Mancha;2025;T3
01/09/2025;1442,00;Almeria;Andalucia;2025;T3
01/09/2025;1456,00;Salamanca;Castilla y Leon;2025;T3
01/09/2025;1458,00;Castellón;Comunitat Valenciana;2025;T3
01/09/2025;1467,00;Valladolid;Castilla y Leon;2025;T3
01/09/2025;1472,00;Lleida;Cataluña;2025;T3
01/09/2025;1513,00;A Coruña;Galicia;2025;T3
01/09/2025;1552,00;Zaragoza;Aragon;2025;T3
01/09/2025;1555,00;Murcia;Murcia;2025;T3
01/09/2025;1593,00;Huelva;Andalucia;2025;T3
01/09/2025;1626,00;Granada;Andalucia;2025;T3
01/09/2025;1631,00;Huesca;Aragon;2025;T3
01/09/2025;1635,00;Gijón;Asturias;2025;T3
01/09/2025;1714,00;Sevilla;Andalucia;2025;T3
01/09/2025;1738,00;Tarragona;Cataluña;2025;T3
01/09/2025;1766,00;Pontevedra;Galicia;2025;T3
01/09/2025;1779,00;Pamplona;Navarra;2025;T3
01/09/2025;1848,00;Valencia;Comunitat Valenciana;2025;T3
01/09/2025;2156,00;Cádiz;Andalucia;2025;T3
01/09/2025;2343,00;Ceuta;Ceuta;2025;T3
01/09/2025;2408,00;Vitoria-Gasteiz;Euskadi;2025;T3
01/09/2025;2599,00;Gerona;Cataluña;2025;T3
01/09/2025;2994,00;Barcelona;Cataluña;2025;T3
01/09/2025;3152,00;Bilbao;Euskadi;2025;T3
01/09/2025;3284,00;Santa Cruz de Tenerife;Canarias;2025;T3
01/09/2025;3982,00;Malaga;Andalucia;2025;T3
01/09/2025;4033,00;Guipuzcoa;Euskadi;2025;T3
01/08/2025;1010,00;Cáceres;Extremadura;2025;T3
01/08/2025;1570,00;Huelva;Andalucia;2025;T3
01/08/2025;1760,00;Pontevedra;Galicia;2025;T3
01/08/2025;743,00;Ciudad Real;Castilla la Mancha;2025;T3
01/08/2025;833,00;Jaén;Andalucia;2025;T3
01/08/2025;847,00;Cuenca;Castilla la Mancha;2025;T3
01/08/2025;918,00;Teruel;Aragon;2025;T3
01/08/2025;965,00;Zamora;Castilla y Leon;2025;T3
01/08/2025;971,00;Badajoz;Extremadura;2025;T3
01/08/2025;1007,00;Toledo;Castilla la Mancha;2025;T3
01/08/2025;1012,00;Ávila;Castilla y Leon;2025;T3
01/08/2025;1048,00;León;Castilla y León;2025;T3
01/08/2025;1052,00;Ourense;Galicia;2025;T3
01/08/2025;1089,00;Lugo;Galicia;2025;T3
01/08/2025;1154,00;Albacete;Castilla la Mancha;2025;T3
01/08/2025;1168,00;Palencia;Castilla y Leon;2025;T3
01/08/2025;1194,00;Soria;Castilla y Leon;2025;T3
01/08/2025;1235,00;Burgos;Castilla y Leon;2025;T3
01/08/2025;1249,00;Córdoba;Andalucia;2025;T3
01/08/2025;1413,00;Almeria;Andalucia;2025;T3
01/08/2025;1419,00;Guadalajara;Castilla la Mancha;2025;T3
01/08/2025;1432,00;Segovia;Castilla y Leon;2025;T3
01/08/2025;1438,00;Castellón;Comunitat Valenciana;2025;T3
01/08/2025;1443,00;Salamanca;Castilla y Leon;2025;T3
01/08/2025;1459,00;Lleida;Cataluña;2025;T3
01/08/2025;1474,00;Valladolid;Castilla y Leon;2025;T3
01/08/2025;1496,00;A Coruña;Galicia;2025;T3
01/08/2025;1515,00;Murcia;Murcia;2025;T3
01/08/2025;1557,00;Zaragoza;Aragon;2025;T3
01/08/2025;1597,00;Granada;Andalucia;2025;T3
01/08/2025;1612,00;Gijón;Asturias;2025;T3
01/08/2025;1627,00;Huesca;Aragon;2025;T3
01/08/2025;1728,00;Tarragona;Cataluña;2025;T3
01/08/2025;1735,00;Sevilla;Andalucia;2025;T3
01/08/2025;1787,00;Pamplona;Navarra;2025;T3
01/08/2025;1834,00;Valencia;Comunitat Valenciana;2025;T3
01/08/2025;1959,00;Cantabria;Cantabria;2025;T3
01/08/2025;2059,00;Melilla;Melilla;2025;T3
01/08/2025;2126,00;Cádiz;Andalucia;2025;T3
01/08/2025;2336,00;Ceuta;Ceuta;2025;T3
01/08/2025;2402,00;Vitoria-Gasteiz;Euskadi;2025;T3
01/08/2025;2587,00;Gerona;Cataluña;2025;T3
01/08/2025;2595,00;Alicante;Comunitat Valenciana;2025;T3
01/08/2025;2794,00;Las Palmas;Canarias;2025;T3
01/08/2025;3023,00;Barcelona;Cataluña;2025;T3
01/08/2025;3163,00;Bilbao;Euskadi;2025;T3
01/08/2025;3284,00;Santa Cruz de Tenerife;Canarias;2025;T3
01/08/2025;3842,00;Malaga;Andalucia;2025;T3
01/08/2025;4007,00;Guipuzcoa;Euskadi;2025;T3
01/08/2025;5068,00;Palma de Mallorca;Baleares;2025;T3
01/08/2025;5867,00;Madrid;Madrid;2025;T3
01/07/2025;1000,00;Cáceres;Extremadura;2025;T3
01/07/2025;1010,00;Ávila;Castilla y Leon;2025;T3
01/07/2025;1160,00;Soria;Castilla y Leon;2025;T3
01/07/2025;1420,00;Segovia;Castilla y Leon;2025;T3
01/07/2025;1550,00;Huelva;Andalucia;2025;T3
01/07/2025;1550,00;Zaragoza;Aragon;2025;T3
01/07/2025;1600,00;Huesca;Aragon;2025;T3
01/07/2025;1700,00;Tarragona;Cataluña;2025;T3
01/07/2025;1740,00;Pontevedra;Galicia;2025;T3
01/07/2025;1790,00;Valencia;Comunitat Valenciana;2025;T3
01/07/2025;2410,00;Ceuta;Ceuta;2025;T3
01/07/2025;3990,00;Guipuzcoa;Euskadi;2025;T3
01/07/2025;5750,00;Madrid;Madrid;2025;T3
01/07/2025;738,00;Ciudad Real;Castilla la Mancha;2025;T3
01/07/2025;839,00;Jaén;Andalucia;2025;T3
01/07/2025;862,00;Cuenca;Castilla la Mancha;2025;T3
01/07/2025;922,00;Teruel;Aragon;2025;T3
01/07/2025;960,00;Badajoz;Extremadura;2025;T3
01/07/2025;963,00;Zamora;Castilla y Leon;2025;T3
01/07/2025;999,00;Toledo;Castilla la Mancha;2025;T3
01/07/2025;1037,00;León;Castilla y León;2025;T3
01/07/2025;1052,00;Ourense;Galicia;2025;T3
01/07/2025;1084,00;Lugo;Galicia;2025;T3
01/07/2025;1154,00;Palencia;Castilla y Leon;2025;T3
01/07/2025;1168,00;Albacete;Castilla la Mancha;2025;T3
01/07/2025;1217,00;Burgos;Castilla y Leon;2025;T3
01/07/2025;1242,00;Córdoba;Andalucia;2025;T3
01/07/2025;1386,00;Guadalajara;Castilla la Mancha;2025;T3
01/07/2025;1388,00;Almeria;Andalucia;2025;T3
01/07/2025;1422,00;Castellón;Comunitat Valenciana;2025;T3
01/07/2025;1435,00;Salamanca;Castilla y Leon;2025;T3
01/07/2025;1442,00;Lleida;Cataluña;2025;T3
01/07/2025;1463,00;Valladolid;Castilla y Leon;2025;T3
01/07/2025;1483,00;A Coruña;Galicia;2025;T3
01/07/2025;1505,00;Murcia;Murcia;2025;T3
01/07/2025;1586,00;Gijón;Asturias;2025;T3
01/07/2025;1599,00;Granada;Andalucia;2025;T3
01/07/2025;1735,00;Sevilla;Andalucia;2025;T3
01/07/2025;1764,00;Pamplona;Navarra;2025;T3
01/07/2025;1929,00;Cantabria;Cantabria;2025;T3
01/07/2025;2052,00;Melilla;Melilla;2025;T3
01/07/2025;2110,00;Cádiz;Andalucia;2025;T3
01/07/2025;2382,00;Vitoria-Gasteiz;Euskadi;2025;T3
01/07/2025;2567,00;Gerona;Cataluña;2025;T3
01/07/2025;2582,00;Alicante;Comunitat Valenciana;2025;T3
01/07/2025;2802,00;Las Palmas;Canarias;2025;T3
01/07/2025;2979,00;Barcelona;Cataluña;2025;T3
01/07/2025;3143,00;Bilbao;Euskadi;2025;T3
01/07/2025;3292,00;Santa Cruz de Tenerife;Canarias;2025;T3
01/07/2025;3794,00;Malaga;Andalucia;2025;T3
01/07/2025;5025,00;Palma de Mallorca;Baleares;2025;T3
01/06/2025;1730,00;Pontevedra;Galicia;2025;T2
01/06/2025;2370,00;Vitoria-Gasteiz;Euskadi;2025;T2
01/06/2025;3260,00;Santa Cruz de Tenerife;Canarias;2025;T2
01/06/2025;3900,00;Guipuzcoa;Euskadi;2025;T2
01/06/2025;740,00;Ciudad Real;Castilla la Mancha;2025;T2
01/06/2025;837,00;Jaén;Andalucia;2025;T2
01/06/2025;854,00;Cuenca;Castilla la Mancha;2025;T2
01/06/2025;928,00;Teruel;Aragon;2025;T2
01/06/2025;969,00;Badajoz;Extremadura;2025;T2
01/06/2025;976,00;Toledo;Castilla la Mancha;2025;T2
01/06/2025;984,00;Zamora;Castilla y Leon;2025;T2
01/06/2025;993,00;Ávila;Castilla y Leon;2025;T2
01/06/2025;1003,00;Cáceres;Extremadura;2025;T2
01/06/2025;1035,00;León;Castilla y León;2025;T2
01/06/2025;1042,00;Ourense;Galicia;2025;T2
01/06/2025;1087,00;Lugo;Galicia;2025;T2
01/06/2025;1143,00;Palencia;Castilla y Leon;2025;T2
01/06/2025;1151,00;Soria;Castilla y Leon;2025;T2
01/06/2025;1169,00;Albacete;Castilla la Mancha;2025;T2
01/06/2025;1201,00;Burgos;Castilla y Leon;2025;T2
01/06/2025;1236,00;Córdoba;Andalucia;2025;T2
01/06/2025;1364,00;Guadalajara;Castilla la Mancha;2025;T2
01/06/2025;1373,00;Almeria;Andalucia;2025;T2
01/06/2025;1393,00;Castellón;Comunitat Valenciana;2025;T2
01/06/2025;1406,00;Lleida;Cataluña;2025;T2
01/06/2025;1422,00;Segovia;Castilla y Leon;2025;T2
01/06/2025;1434,00;Salamanca;Castilla y Leon;2025;T2
01/06/2025;1457,00;Valladolid;Castilla y Leon;2025;T2
01/06/2025;1468,00;A Coruña;Galicia;2025;T2
01/06/2025;1499,00;Murcia;Murcia;2025;T2
01/06/2025;1527,00;Zaragoza;Aragon;2025;T2
01/06/2025;1535,00;Huelva;Andalucia;2025;T2
01/06/2025;1574,00;Gijón;Asturias;2025;T2
01/06/2025;1594,00;Granada;Andalucia;2025;T2
01/06/2025;1629,00;Huesca;Aragon;2025;T2
01/06/2025;1677,00;Tarragona;Cataluña;2025;T2
01/06/2025;1711,00;Sevilla;Andalucia;2025;T2
01/06/2025;1742,00;Pamplona;Navarra;2025;T2
01/06/2025;1746,00;Valencia;Comunitat Valenciana;2025;T2
01/06/2025;1876,00;Cantabria;Cantabria;2025;T2
01/06/2025;2051,00;Melilla;Melilla;2025;T2
01/06/2025;2081,00;Cádiz;Andalucia;2025;T2
01/06/2025;2388,00;Ceuta;Ceuta;2025;T2
01/06/2025;2535,00;Gerona;Cataluña;2025;T2
01/06/2025;2569,00;Alicante;Comunitat Valenciana;2025;T2
01/06/2025;2797,00;Las Palmas;Canarias;2025;T2
01/06/2025;2946,00;Barcelona;Cataluña;2025;T2
01/06/2025;3109,00;Bilbao;Euskadi;2025;T2
01/06/2025;3775,00;Malaga;Andalucia;2025;T2
01/06/2025;4996,00;Palma de Mallorca;Baleares;2025;T2
01/06/2025;5729,00;Madrid;Madrid;2025;T2
01/05/2025;1200,00;Burgos;Castilla y Leon;2025;T2
01/05/2025;1410,00;Lleida;Cataluña;2025;T2
01/05/2025;741,00;Ciudad Real;Castilla la Mancha;2025;T2
01/05/2025;831,00;Cuenca;Castilla la Mancha;2025;T2
01/05/2025;833,00;Jaén;Andalucia;2025;T2
01/05/2025;914,00;Teruel;Aragon;2025;T2
01/05/2025;956,00;Toledo;Castilla la Mancha;2025;T2
01/05/2025;960,00;Ávila;Castilla y Leon;2025;T2
01/05/2025;966,00;Badajoz;Extremadura;2025;T2
01/05/2025;988,00;Zamora;Castilla y Leon;2025;T2
01/05/2025;1001,00;Cáceres;Extremadura;2025;T2
01/05/2025;1036,00;León;Castilla y León;2025;T2
01/05/2025;1048,00;Ourense;Galicia;2025;T2
01/05/2025;1083,00;Lugo;Galicia;2025;T2
01/05/2025;1132,00;Palencia;Castilla y Leon;2025;T2
01/05/2025;1132,00;Soria;Castilla y Leon;2025;T2
01/05/2025;1173,00;Albacete;Castilla la Mancha;2025;T2
01/05/2025;1232,00;Córdoba;Andalucia;2025;T2
01/05/2025;1336,00;Almeria;Andalucia;2025;T2
01/05/2025;1341,00;Guadalajara;Castilla la Mancha;2025;T2
01/05/2025;1376,00;Castellón;Comunitat Valenciana;2025;T2
01/05/2025;1401,00;Segovia;Castilla y Leon;2025;T2
01/05/2025;1417,00;Salamanca;Castilla y Leon;2025;T2
01/05/2025;1442,00;Valladolid;Castilla y Leon;2025;T2
01/05/2025;1448,00;A Coruña;Galicia;2025;T2
01/05/2025;1458,00;Murcia;Murcia;2025;T2
01/05/2025;1504,00;Zaragoza;Aragon;2025;T2
01/05/2025;1538,00;Gijón;Asturias;2025;T2
01/05/2025;1556,00;Huelva;Andalucia;2025;T2
01/05/2025;1573,00;Granada;Andalucia;2025;T2
01/05/2025;1593,00;Huesca;Aragon;2025;T2
01/05/2025;1659,00;Tarragona;Cataluña;2025;T2
01/05/2025;1689,00;Valencia;Comunitat Valenciana;2025;T2
01/05/2025;1695,00;Sevilla;Andalucia;2025;T2
01/05/2025;1717,00;Pontevedra;Galicia;2025;T2
01/05/2025;1753,00;Pamplona;Navarra;2025;T2
01/05/2025;1841,00;Cantabria;Cantabria;2025;T2
01/05/2025;2066,00;Cádiz;Andalucia;2025;T2
01/05/2025;2073,00;Melilla;Melilla;2025;T2
01/05/2025;2325,00;Ceuta;Ceuta;2025;T2
01/05/2025;2362,00;Vitoria-Gasteiz;Euskadi;2025;T2
01/05/2025;2485,00;Gerona;Cataluña;2025;T2
01/05/2025;2521,00;Alicante;Comunitat Valenciana;2025;T2
01/05/2025;2778,00;Las Palmas;Canarias;2025;T2
01/05/2025;2914,00;Barcelona;Cataluña;2025;T2
01/05/2025;3043,00;Bilbao;Euskadi;2025;T2
01/05/2025;3224,00;Santa Cruz de Tenerife;Canarias;2025;T2
01/05/2025;3718,00;Malaga;Andalucia;2025;T2
01/05/2025;3862,00;Guipuzcoa;Euskadi;2025;T2
01/05/2025;4905,00;Palma de Mallorca;Baleares;2025;T2
01/05/2025;5669,00;Madrid;Madrid;2025;T2
01/04/2025;1320,00;Guadalajara;Castilla la Mancha;2025;T2
01/04/2025;1420,00;Murcia;Murcia;2025;T2
01/04/2025;2360,00;Ceuta;Ceuta;2025;T2
01/04/2025;2460,00;Gerona;Cataluña;2025;T2
01/04/2025;747,00;Ciudad Real;Castilla la Mancha;2025;T2
01/04/2025;824,00;Jaén;Andalucia;2025;T2
01/04/2025;836,00;Cuenca;Castilla la Mancha;2025;T2
01/04/2025;926,00;Teruel;Aragon;2025;T2
01/04/2025;945,00;Toledo;Castilla la Mancha;2025;T2
01/04/2025;945,00;Ávila;Castilla y Leon;2025;T2
01/04/2025;951,00;Badajoz;Extremadura;2025;T2
01/04/2025;972,00;Zamora;Castilla y Leon;2025;T2
01/04/2025;999,00;Cáceres;Extremadura;2025;T2
01/04/2025;1025,00;León;Castilla y León;2025;T2
01/04/2025;1065,00;Ourense;Galicia;2025;T2
01/04/2025;1067,00;Lugo;Galicia;2025;T2
01/04/2025;1126,00;Soria;Castilla y Leon;2025;T2
01/04/2025;1133,00;Palencia;Castilla y Leon;2025;T2
01/04/2025;1185,00;Albacete;Castilla la Mancha;2025;T2
01/04/2025;1209,00;Burgos;Castilla y Leon;2025;T2
01/04/2025;1222,00;Córdoba;Andalucia;2025;T2
01/04/2025;1316,00;Almeria;Andalucia;2025;T2
01/04/2025;1355,00;Castellón;Comunitat Valenciana;2025;T2
01/04/2025;1392,00;Lleida;Cataluña;2025;T2
01/04/2025;1403,00;Segovia;Castilla y Leon;2025;T2
01/04/2025;1425,00;A Coruña;Galicia;2025;T2
01/04/2025;1428,00;Salamanca;Castilla y Leon;2025;T2
01/04/2025;1429,00;Valladolid;Castilla y Leon;2025;T2
01/04/2025;1505,00;Zaragoza;Aragon;2025;T2
01/04/2025;1512,00;Gijón;Asturias;2025;T2
01/04/2025;1544,00;Huelva;Andalucia;2025;T2
01/04/2025;1557,00;Granada;Andalucia;2025;T2
01/04/2025;1593,00;Huesca;Aragon;2025;T2
01/04/2025;1628,00;Tarragona;Cataluña;2025;T2
01/04/2025;1665,00;Valencia;Comunitat Valenciana;2025;T2
01/04/2025;1672,00;Sevilla;Andalucia;2025;T2
01/04/2025;1704,00;Pontevedra;Galicia;2025;T2
01/04/2025;1747,00;Pamplona;Navarra;2025;T2
01/04/2025;1806,00;Cantabria;Cantabria;2025;T2
01/04/2025;2027,00;Cádiz;Andalucia;2025;T2
01/04/2025;2044,00;Melilla;Melilla;2025;T2
01/04/2025;2351,00;Vitoria-Gasteiz;Euskadi;2025;T2
01/04/2025;2464,00;Alicante;Comunitat Valenciana;2025;T2
01/04/2025;2718,00;Las Palmas;Canarias;2025;T2
01/04/2025;2888,00;Barcelona;Cataluña;2025;T2
01/04/2025;2992,00;Bilbao;Euskadi;2025;T2
01/04/2025;3173,00;Santa Cruz de Tenerife;Canarias;2025;T2
01/04/2025;3671,00;Malaga;Andalucia;2025;T2
01/04/2025;3781,00;Guipuzcoa;Euskadi;2025;T2
01/04/2025;4836,00;Palma de Mallorca;Baleares;2025;T2
01/04/2025;5472,00;Madrid;Madrid;2025;T2
01/03/2025;1130,00;Palencia;Castilla y Leon;2025;T1
01/03/2025;1410,00;Valladolid;Castilla y Leon;2025;T1
01/03/2025;1990,00;Melilla;Melilla;2025;T1
01/03/2025;740,00;Ciudad Real;Castilla la Mancha;2025;T1
01/03/2025;830,00;Jaén;Andalucia;2025;T1
01/03/2025;844,00;Cuenca;Castilla la Mancha;2025;T1
01/03/2025;933,00;Toledo;Castilla la Mancha;2025;T1
01/03/2025;939,00;Ávila;Castilla y Leon;2025;T1
01/03/2025;942,00;Teruel;Aragon;2025;T1
01/03/2025;951,00;Badajoz;Extremadura;2025;T1
01/03/2025;978,00;Zamora;Castilla y Leon;2025;T1
01/03/2025;990,00;Cáceres;Extremadura;2025;T1
01/03/2025;1014,00;León;Castilla y León;2025;T1
01/03/2025;1065,00;Lugo;Galicia;2025;T1
01/03/2025;1074,00;Ourense;Galicia;2025;T1
01/03/2025;1135,00;Soria;Castilla y Leon;2025;T1
01/03/2025;1178,00;Albacete;Castilla la Mancha;2025;T1
01/03/2025;1214,00;Córdoba;Andalucia;2025;T1
01/03/2025;1215,00;Burgos;Castilla y Leon;2025;T1
01/03/2025;1301,00;Almeria;Andalucia;2025;T1
01/03/2025;1309,00;Guadalajara;Castilla la Mancha;2025;T1
01/03/2025;1343,00;Castellón;Comunitat Valenciana;2025;T1
01/03/2025;1378,00;Segovia;Castilla y Leon;2025;T1
01/03/2025;1396,00;Murcia;Murcia;2025;T1
01/03/2025;1412,00;Lleida;Cataluña;2025;T1
01/03/2025;1417,00;A Coruña;Galicia;2025;T1
01/03/2025;1428,00;Salamanca;Castilla y Leon;2025;T1
01/03/2025;1471,00;Zaragoza;Aragon;2025;T1
01/03/2025;1492,00;Gijón;Asturias;2025;T1
01/03/2025;1524,00;Granada;Andalucia;2025;T1
01/03/2025;1524,00;Huelva;Andalucia;2025;T1
01/03/2025;1585,00;Huesca;Aragon;2025;T1
01/03/2025;1615,00;Tarragona;Cataluña;2025;T1
01/03/2025;1636,00;Valencia;Comunitat Valenciana;2025;T1
01/03/2025;1641,00;Sevilla;Andalucia;2025;T1
01/03/2025;1694,00;Pontevedra;Galicia;2025;T1
01/03/2025;1729,00;Pamplona;Navarra;2025;T1
01/03/2025;1762,00;Cantabria;Cantabria;2025;T1
01/03/2025;2005,00;Cádiz;Andalucia;2025;T1
01/03/2025;2315,00;Vitoria-Gasteiz;Euskadi;2025;T1
01/03/2025;2393,00;Ceuta;Ceuta;2025;T1
01/03/2025;2424,00;Alicante;Comunitat Valenciana;2025;T1
01/03/2025;2439,00;Gerona;Cataluña;2025;T1
01/03/2025;2703,00;Las Palmas;Canarias;2025;T1
01/03/2025;2832,00;Barcelona;Cataluña;2025;T1
01/03/2025;2985,00;Bilbao;Euskadi;2025;T1
01/03/2025;3146,00;Santa Cruz de Tenerife;Canarias;2025;T1
01/03/2025;3615,00;Malaga;Andalucia;2025;T1
01/03/2025;3807,00;Guipuzcoa;Euskadi;2025;T1
01/03/2025;4797,00;Palma de Mallorca;Baleares;2025;T1
01/03/2025;5341,00;Madrid;Madrid;2025;T1
01/02/2025;1110,00;Soria;Castilla y Leon;2025;T1
01/02/2025;1130,00;Palencia;Castilla y Leon;2025;T1
01/02/2025;1200,00;Burgos;Castilla y Leon;2025;T1
01/02/2025;1490,00;Huelva;Andalucia;2025;T1
01/02/2025;1580,00;Huesca;Aragon;2025;T1
01/02/2025;2410,00;Gerona;Cataluña;2025;T1
01/02/2025;5310,00;Madrid;Madrid;2025;T1
01/02/2025;738,00;Ciudad Real;Castilla la Mancha;2025;T1
01/02/2025;829,00;Jaén;Andalucia;2025;T1
01/02/2025;841,00;Cuenca;Castilla la Mancha;2025;T1
01/02/2025;920,00;Toledo;Castilla la Mancha;2025;T1
01/02/2025;926,00;Teruel;Aragon;2025;T1
01/02/2025;933,00;Ávila;Castilla y Leon;2025;T1
01/02/2025;939,00;Badajoz;Extremadura;2025;T1
01/02/2025;970,00;Zamora;Castilla y Leon;2025;T1
01/02/2025;984,00;Cáceres;Extremadura;2025;T1
01/02/2025;993,00;León;Castilla y León;2025;T1
01/02/2025;1052,00;Lugo;Galicia;2025;T1
01/02/2025;1081,00;Ourense;Galicia;2025;T1
01/02/2025;1168,00;Albacete;Castilla la Mancha;2025;T1
01/02/2025;1205,00;Córdoba;Andalucia;2025;T1
01/02/2025;1278,00;Almeria;Andalucia;2025;T1
01/02/2025;1296,00;Guadalajara;Castilla la Mancha;2025;T1
01/02/2025;1326,00;Castellón;Comunitat Valenciana;2025;T1
01/02/2025;1362,00;Segovia;Castilla y Leon;2025;T1
01/02/2025;1364,00;Murcia;Murcia;2025;T1
01/02/2025;1396,00;Valladolid;Castilla y Leon;2025;T1
01/02/2025;1399,00;A Coruña;Galicia;2025;T1
01/02/2025;1414,00;Salamanca;Castilla y Leon;2025;T1
01/02/2025;1416,00;Lleida;Cataluña;2025;T1
01/02/2025;1445,00;Zaragoza;Aragon;2025;T1
01/02/2025;1459,00;Gijón;Asturias;2025;T1
01/02/2025;1512,00;Granada;Andalucia;2025;T1
01/02/2025;1588,00;Tarragona;Cataluña;2025;T1
01/02/2025;1598,00;Valencia;Comunitat Valenciana;2025;T1
01/02/2025;1609,00;Sevilla;Andalucia;2025;T1
01/02/2025;1684,00;Pontevedra;Galicia;2025;T1
01/02/2025;1693,00;Pamplona;Navarra;2025;T1
01/02/2025;1748,00;Cantabria;Cantabria;2025;T1
01/02/2025;1973,00;Cádiz;Andalucia;2025;T1
01/02/2025;1996,00;Melilla;Melilla;2025;T1
01/02/2025;2294,00;Ceuta;Ceuta;2025;T1
01/02/2025;2323,00;Vitoria-Gasteiz;Euskadi;2025;T1
01/02/2025;2389,00;Alicante;Comunitat Valenciana;2025;T1
01/02/2025;2678,00;Las Palmas;Canarias;2025;T1
01/02/2025;2779,00;Barcelona;Cataluña;2025;T1
01/02/2025;2961,00;Bilbao;Euskadi;2025;T1
01/02/2025;3103,00;Santa Cruz de Tenerife;Canarias;2025;T1
01/02/2025;3566,00;Malaga;Andalucia;2025;T1
01/02/2025;3768,00;Guipuzcoa;Euskadi;2025;T1
01/02/2025;4789,00;Palma de Mallorca;Baleares;2025;T1
01/01/2025;1160,00;Albacete;Castilla la Mancha;2025;T1
01/01/2025;733,00;Ciudad Real;Castilla la Mancha;2025;T1
01/01/2025;829,00;Cuenca;Castilla la Mancha;2025;T1
01/01/2025;831,00;Jaén;Andalucia;2025;T1
01/01/2025;909,00;Toledo;Castilla la Mancha;2025;T1
01/01/2025;911,00;Ávila;Castilla y Leon;2025;T1
01/01/2025;919,00;Teruel;Aragon;2025;T1
01/01/2025;943,00;Badajoz;Extremadura;2025;T1
01/01/2025;975,00;Zamora;Castilla y Leon;2025;T1
01/01/2025;980,00;Cáceres;Extremadura;2025;T1
01/01/2025;990,00;León;Castilla y León;2025;T1
01/01/2025;1036,00;Lugo;Galicia;2025;T1
01/01/2025;1081,00;Ourense;Galicia;2025;T1
01/01/2025;1104,00;Soria;Castilla y Leon;2025;T1
01/01/2025;1132,00;Palencia;Castilla y Leon;2025;T1
01/01/2025;1188,00;Córdoba;Andalucia;2025;T1
01/01/2025;1189,00;Burgos;Castilla y Leon;2025;T1
01/01/2025;1260,00;Almeria;Andalucia;2025;T1
01/01/2025;1283,00;Guadalajara;Castilla la Mancha;2025;T1
01/01/2025;1317,00;Castellón;Comunitat Valenciana;2025;T1
01/01/2025;1348,00;Murcia;Murcia;2025;T1
01/01/2025;1355,00;Segovia;Castilla y Leon;2025;T1
01/01/2025;1383,00;Valladolid;Castilla y Leon;2025;T1
01/01/2025;1389,00;A Coruña;Galicia;2025;T1
01/01/2025;1401,00;Salamanca;Castilla y Leon;2025;T1
01/01/2025;1404,00;Lleida;Cataluña;2025;T1
01/01/2025;1435,00;Zaragoza;Aragon;2025;T1
01/01/2025;1438,00;Gijón;Asturias;2025;T1
01/01/2025;1487,00;Huelva;Andalucia;2025;T1
01/01/2025;1495,00;Granada;Andalucia;2025;T1
01/01/2025;1543,00;Huesca;Aragon;2025;T1
01/01/2025;1572,00;Sevilla;Andalucia;2025;T1
01/01/2025;1576,00;Valencia;Comunitat Valenciana;2025;T1
01/01/2025;1588,00;Tarragona;Cataluña;2025;T1
01/01/2025;1672,00;Pontevedra;Galicia;2025;T1
01/01/2025;1704,00;Pamplona;Navarra;2025;T1
01/01/2025;1727,00;Cantabria;Cantabria;2025;T1
01/01/2025;1947,00;Cádiz;Andalucia;2025;T1
01/01/2025;1997,00;Melilla;Melilla;2025;T1
01/01/2025;2326,00;Vitoria-Gasteiz;Euskadi;2025;T1
01/01/2025;2348,00;Ceuta;Ceuta;2025;T1
01/01/2025;2363,00;Alicante;Comunitat Valenciana;2025;T1
01/01/2025;2405,00;Gerona;Cataluña;2025;T1
01/01/2025;2639,00;Las Palmas;Canarias;2025;T1
01/01/2025;2742,00;Barcelona;Cataluña;2025;T1
01/01/2025;2909,00;Bilbao;Euskadi;2025;T1
01/01/2025;3033,00;Santa Cruz de Tenerife;Canarias;2025;T1
