Comunidades y Ciudades Autónomas;Grupos ECOICOP;Tipo de dato;Periodo;Total
05 Canarias;07 Transporte;Índice;2025M10;
05 Canarias;07 Transporte;Índice;2025M09;113,922
05 Canarias;07 Transporte;Índice;2025M08;116,466
05 Canarias;07 Transporte;Índice;2025M07;116,093
05 Canarias;07 Transporte;Índice;2025M06;114,289
05 Canarias;07 Transporte;Índice;2025M05;113,48
05 Canarias;07 Transporte;Índice;2025M04;114,94
05 Canarias;07 Transporte;Índice;2025M03;114,101
05 Canarias;07 Transporte;Índice;2025M02;114,924
05 Canarias;07 Transporte;Índice;2025M01;113,992
05 Canarias;07 Transporte;Variación mensual;2025M10;
05 Canarias;07 Transporte;Variación mensual;2025M09;-2,2
05 Canarias;07 Transporte;Variación mensual;2025M08;0,3
05 Canarias;07 Transporte;Variación mensual;2025M07;1,6
05 Canarias;07 Transporte;Variación mensual;2025M06;0,7
05 Canarias;07 Transporte;Variación mensual;2025M05;-1,3
05 Canarias;07 Transporte;Variación mensual;2025M04;0,7
05 Canarias;07 Transporte;Variación mensual;2025M03;-0,7
05 Canarias;07 Transporte;Variación mensual;2025M02;0,8
05 Canarias;07 Transporte;Variación mensual;2025M01;-0,1
05 Canarias;07 Transporte;Variación anual;2025M10;
05 Canarias;07 Transporte;Variación anual;2025M09;0,6
05 Canarias;07 Transporte;Variación anual;2025M08;0,8
05 Canarias;07 Transporte;Variación anual;2025M07;0,4
05 Canarias;07 Transporte;Variación anual;2025M06;-0,7
05 Canarias;07 Transporte;Variación anual;2025M05;-1,5
05 Canarias;07 Transporte;Variación anual;2025M04;-0,1
05 Canarias;07 Transporte;Variación anual;2025M03;-0,3
05 Canarias;07 Transporte;Variación anual;2025M02;1
05 Canarias;07 Transporte;Variación anual;2025M01;1,5
05 Canarias;07 Transporte;Variación en lo que va de año;2025M10;
05 Canarias;07 Transporte;Variación en lo que va de año;2025M09;-0,2
05 Canarias;07 Transporte;Variación en lo que va de año;2025M08;2,1
05 Canarias;07 Transporte;Variación en lo que va de año;2025M07;1,7
05 Canarias;07 Transporte;Variación en lo que va de año;2025M06;0,2
05 Canarias;07 Transporte;Variación en lo que va de año;2025M05;-0,6
05 Canarias;07 Transporte;Variación en lo que va de año;2025M04;0,7
05 Canarias;07 Transporte;Variación en lo que va de año;2025M03;0
05 Canarias;07 Transporte;Variación en lo que va de año;2025M02;0,7
05 Canarias;07 Transporte;Variación en lo que va de año;2025M01;-0,1
05 Canarias;08 Comunicaciones;Índice;2025M10;
05 Canarias;08 Comunicaciones;Índice;2025M09;102,575
05 Canarias;08 Comunicaciones;Índice;2025M08;102,644
05 Canarias;08 Comunicaciones;Índice;2025M07;102,538
05 Canarias;08 Comunicaciones;Índice;2025M06;104,399
05 Canarias;08 Comunicaciones;Índice;2025M05;104,382
05 Canarias;08 Comunicaciones;Índice;2025M04;104,561
05 Canarias;08 Comunicaciones;Índice;2025M03;104,368
05 Canarias;08 Comunicaciones;Índice;2025M02;104,433
05 Canarias;08 Comunicaciones;Índice;2025M01;103,737
05 Canarias;08 Comunicaciones;Variación mensual;2025M10;
05 Canarias;08 Comunicaciones;Variación mensual;2025M09;-0,1
05 Canarias;08 Comunicaciones;Variación mensual;2025M08;0,1
05 Canarias;08 Comunicaciones;Variación mensual;2025M07;-1,8
05 Canarias;08 Comunicaciones;Variación mensual;2025M06;0
05 Canarias;08 Comunicaciones;Variación mensual;2025M05;-0,2
05 Canarias;08 Comunicaciones;Variación mensual;2025M04;0,2
05 Canarias;08 Comunicaciones;Variación mensual;2025M03;-0,1
05 Canarias;08 Comunicaciones;Variación mensual;2025M02;0,7
05 Canarias;08 Comunicaciones;Variación mensual;2025M01;3
05 Canarias;08 Comunicaciones;Variación anual;2025M10;
05 Canarias;08 Comunicaciones;Variación anual;2025M09;0,8
05 Canarias;08 Comunicaciones;Variación anual;2025M08;0,8
05 Canarias;08 Comunicaciones;Variación anual;2025M07;0,6
05 Canarias;08 Comunicaciones;Variación anual;2025M06;2
05 Canarias;08 Comunicaciones;Variación anual;2025M05;2
05 Canarias;08 Comunicaciones;Variación anual;2025M04;2,1
05 Canarias;08 Comunicaciones;Variación anual;2025M03;2
05 Canarias;08 Comunicaciones;Variación anual;2025M02;1,9
05 Canarias;08 Comunicaciones;Variación anual;2025M01;1,2
05 Canarias;08 Comunicaciones;Variación en lo que va de año;2025M10;
05 Canarias;08 Comunicaciones;Variación en lo que va de año;2025M09;1,8
05 Canarias;08 Comunicaciones;Variación en lo que va de año;2025M08;1,9
05 Canarias;08 Comunicaciones;Variación en lo que va de año;2025M07;1,8
05 Canarias;08 Comunicaciones;Variación en lo que va de año;2025M06;3,6
05 Canarias;08 Comunicaciones;Variación en lo que va de año;2025M05;3,6
05 Canarias;08 Comunicaciones;Variación en lo que va de año;2025M04;3,8
05 Canarias;08 Comunicaciones;Variación en lo que va de año;2025M03;3,6
05 Canarias;08 Comunicaciones;Variación en lo que va de año;2025M02;3,7
05 Canarias;08 Comunicaciones;Variación en lo que va de año;2025M01;3
05 Canarias;09 Ocio y cultura;Índice;2025M10;
05 Canarias;09 Ocio y cultura;Índice;2025M09;109,457
05 Canarias;09 Ocio y cultura;Índice;2025M08;113,127
05 Canarias;09 Ocio y cultura;Índice;2025M07;111,934
05 Canarias;09 Ocio y cultura;Índice;2025M06;110,286
05 Canarias;09 Ocio y cultura;Índice;2025M05;108,668
05 Canarias;09 Ocio y cultura;Índice;2025M04;110,273
05 Canarias;09 Ocio y cultura;Índice;2025M03;108,434
05 Canarias;09 Ocio y cultura;Índice;2025M02;108,415
05 Canarias;09 Ocio y cultura;Índice;2025M01;107,539
05 Canarias;09 Ocio y cultura;Variación mensual;2025M10;
05 Canarias;09 Ocio y cultura;Variación mensual;2025M09;-3,2
05 Canarias;09 Ocio y cultura;Variación mensual;2025M08;1,1
05 Canarias;09 Ocio y cultura;Variación mensual;2025M07;1,5
05 Canarias;09 Ocio y cultura;Variación mensual;2025M06;1,5
05 Canarias;09 Ocio y cultura;Variación mensual;2025M05;-1,5
05 Canarias;09 Ocio y cultura;Variación mensual;2025M04;1,7
05 Canarias;09 Ocio y cultura;Variación mensual;2025M03;0
05 Canarias;09 Ocio y cultura;Variación mensual;2025M02;0,8
05 Canarias;09 Ocio y cultura;Variación mensual;2025M01;-2,2
05 Canarias;09 Ocio y cultura;Variación anual;2025M10;
05 Canarias;09 Ocio y cultura;Variación anual;2025M09;0,2
05 Canarias;09 Ocio y cultura;Variación anual;2025M08;0,4
05 Canarias;09 Ocio y cultura;Variación anual;2025M07;0,5
05 Canarias;09 Ocio y cultura;Variación anual;2025M06;0,3
05 Canarias;09 Ocio y cultura;Variación anual;2025M05;0,1
05 Canarias;09 Ocio y cultura;Variación anual;2025M04;1,8
05 Canarias;09 Ocio y cultura;Variación anual;2025M03;0
05 Canarias;09 Ocio y cultura;Variación anual;2025M02;1,1
05 Canarias;09 Ocio y cultura;Variación anual;2025M01;0,6
05 Canarias;09 Ocio y cultura;Variación en lo que va de año;2025M10;
05 Canarias;09 Ocio y cultura;Variación en lo que va de año;2025M09;-0,4
05 Canarias;09 Ocio y cultura;Variación en lo que va de año;2025M08;2,9
05 Canarias;09 Ocio y cultura;Variación en lo que va de año;2025M07;1,8
05 Canarias;09 Ocio y cultura;Variación en lo que va de año;2025M06;0,3
05 Canarias;09 Ocio y cultura;Variación en lo que va de año;2025M05;-1,1
05 Canarias;09 Ocio y cultura;Variación en lo que va de año;2025M04;0,3
05 Canarias;09 Ocio y cultura;Variación en lo que va de año;2025M03;-1,4
05 Canarias;09 Ocio y cultura;Variación en lo que va de año;2025M02;-1,4
05 Canarias;09 Ocio y cultura;Variación en lo que va de año;2025M01;-2,2
05 Canarias;10 Enseñanza;Índice;2025M10;
05 Canarias;10 Enseñanza;Índice;2025M09;110,502
05 Canarias;10 Enseñanza;Índice;2025M08;109,764
05 Canarias;10 Enseñanza;Índice;2025M07;109,764
05 Canarias;10 Enseñanza;Índice;2025M06;109,764
05 Canarias;10 Enseñanza;Índice;2025M05;109,764
05 Canarias;10 Enseñanza;Índice;2025M04;109,764
05 Canarias;10 Enseñanza;Índice;2025M03;109,764
05 Canarias;10 Enseñanza;Índice;2025M02;109,649
05 Canarias;10 Enseñanza;Índice;2025M01;109,622
05 Canarias;10 Enseñanza;Variación mensual;2025M10;
05 Canarias;10 Enseñanza;Variación mensual;2025M09;0,7
05 Canarias;10 Enseñanza;Variación mensual;2025M08;0
05 Canarias;10 Enseñanza;Variación mensual;2025M07;0
05 Canarias;10 Enseñanza;Variación mensual;2025M06;0
05 Canarias;10 Enseñanza;Variación mensual;2025M05;0
05 Canarias;10 Enseñanza;Variación mensual;2025M04;0
05 Canarias;10 Enseñanza;Variación mensual;2025M03;0,1
05 Canarias;10 Enseñanza;Variación mensual;2025M02;0
05 Canarias;10 Enseñanza;Variación mensual;2025M01;0
05 Canarias;10 Enseñanza;Variación anual;2025M10;
05 Canarias;10 Enseñanza;Variación anual;2025M09;2,3
05 Canarias;10 Enseñanza;Variación anual;2025M08;2,2
05 Canarias;10 Enseñanza;Variación anual;2025M07;2,2
05 Canarias;10 Enseñanza;Variación anual;2025M06;2,3
05 Canarias;10 Enseñanza;Variación anual;2025M05;2,4
05 Canarias;10 Enseñanza;Variación anual;2025M04;2,4
05 Canarias;10 Enseñanza;Variación anual;2025M03;2,4
05 Canarias;10 Enseñanza;Variación anual;2025M02;2,2
05 Canarias;10 Enseñanza;Variación anual;2025M01;2,2
05 Canarias;10 Enseñanza;Variación en lo que va de año;2025M10;
05 Canarias;10 Enseñanza;Variación en lo que va de año;2025M09;0,8
05 Canarias;10 Enseñanza;Variación en lo que va de año;2025M08;0,1
05 Canarias;10 Enseñanza;Variación en lo que va de año;2025M07;0,1
05 Canarias;10 Enseñanza;Variación en lo que va de año;2025M06;0,1
05 Canarias;10 Enseñanza;Variación en lo que va de año;2025M05;0,1
05 Canarias;10 Enseñanza;Variación en lo que va de año;2025M04;0,1
05 Canarias;10 Enseñanza;Variación en lo que va de año;2025M03;0,1
05 Canarias;10 Enseñanza;Variación en lo que va de año;2025M02;0
05 Canarias;10 Enseñanza;Variación en lo que va de año;2025M01;0
05 Canarias;11 Restaurantes y hoteles;Índice;2025M10;
05 Canarias;11 Restaurantes y hoteles;Índice;2025M09;126,727
05 Canarias;11 Restaurantes y hoteles;Índice;2025M08;126,429
05 Canarias;11 Restaurantes y hoteles;Índice;2025M07;126,323
05 Canarias;11 Restaurantes y hoteles;Índice;2025M06;125,156
05 Canarias;11 Restaurantes y hoteles;Índice;2025M05;124,068
05 Canarias;11 Restaurantes y hoteles;Índice;2025M04;124,462
05 Canarias;11 Restaurantes y hoteles;Índice;2025M03;124,655
05 Canarias;11 Restaurantes y hoteles;Índice;2025M02;123,408
05 Canarias;11 Restaurantes y hoteles;Índice;2025M01;122,977
05 Canarias;11 Restaurantes y hoteles;Variación mensual;2025M10;
05 Canarias;11 Restaurantes y hoteles;Variación mensual;2025M09;0,2
05 Canarias;11 Restaurantes y hoteles;Variación mensual;2025M08;0,1
05 Canarias;11 Restaurantes y hoteles;Variación mensual;2025M07;0,9
05 Canarias;11 Restaurantes y hoteles;Variación mensual;2025M06;0,9
05 Canarias;11 Restaurantes y hoteles;Variación mensual;2025M05;-0,3
05 Canarias;11 Restaurantes y hoteles;Variación mensual;2025M04;-0,2
05 Canarias;11 Restaurantes y hoteles;Variación mensual;2025M03;1
05 Canarias;11 Restaurantes y hoteles;Variación mensual;2025M02;0,4
05 Canarias;11 Restaurantes y hoteles;Variación mensual;2025M01;0,4
05 Canarias;11 Restaurantes y hoteles;Variación anual;2025M10;
05 Canarias;11 Restaurantes y hoteles;Variación anual;2025M09;4,6
05 Canarias;11 Restaurantes y hoteles;Variación anual;2025M08;3,9
05 Canarias;11 Restaurantes y hoteles;Variación anual;2025M07;4,4
05 Canarias;11 Restaurantes y hoteles;Variación anual;2025M06;3,9
05 Canarias;11 Restaurantes y hoteles;Variación anual;2025M05;3,6
05 Canarias;11 Restaurantes y hoteles;Variación anual;2025M04;3,6
05 Canarias;11 Restaurantes y hoteles;Variación anual;2025M03;3,5
05 Canarias;11 Restaurantes y hoteles;Variación anual;2025M02;3,1
05 Canarias;11 Restaurantes y hoteles;Variación anual;2025M01;3,4
05 Canarias;11 Restaurantes y hoteles;Variación en lo que va de año;2025M10;
05 Canarias;11 Restaurantes y hoteles;Variación en lo que va de año;2025M09;3,5
05 Canarias;11 Restaurantes y hoteles;Variación en lo que va de año;2025M08;3,2
05 Canarias;11 Restaurantes y hoteles;Variación en lo que va de año;2025M07;3,1
05 Canarias;11 Restaurantes y hoteles;Variación en lo que va de año;2025M06;2,2
05 Canarias;11 Restaurantes y hoteles;Variación en lo que va de año;2025M05;1,3
05 Canarias;11 Restaurantes y hoteles;Variación en lo que va de año;2025M04;1,6
05 Canarias;11 Restaurantes y hoteles;Variación en lo que va de año;2025M03;1,8
05 Canarias;11 Restaurantes y hoteles;Variación en lo que va de año;2025M02;0,8
05 Canarias;11 Restaurantes y hoteles;Variación en lo que va de año;2025M01;0,4
05 Canarias;12 Otros bienes y servicios;Índice;2025M10;
05 Canarias;12 Otros bienes y servicios;Índice;2025M09;115,475
05 Canarias;12 Otros bienes y servicios;Índice;2025M08;115,672
05 Canarias;12 Otros bienes y servicios;Índice;2025M07;115,345
05 Canarias;12 Otros bienes y servicios;Índice;2025M06;115,635
05 Canarias;12 Otros bienes y servicios;Índice;2025M05;115,037
05 Canarias;12 Otros bienes y servicios;Índice;2025M04;114,661
05 Canarias;12 Otros bienes y servicios;Índice;2025M03;114,959
05 Canarias;12 Otros bienes y servicios;Índice;2025M02;114,523
05 Canarias;12 Otros bienes y servicios;Índice;2025M01;113,775
05 Canarias;12 Otros bienes y servicios;Variación mensual;2025M10;
05 Canarias;12 Otros bienes y servicios;Variación mensual;2025M09;-0,2
05 Canarias;12 Otros bienes y servicios;Variación mensual;2025M08;0,3
05 Canarias;12 Otros bienes y servicios;Variación mensual;2025M07;-0,3
05 Canarias;12 Otros bienes y servicios;Variación mensual;2025M06;0,5
05 Canarias;12 Otros bienes y servicios;Variación mensual;2025M05;0,3
05 Canarias;12 Otros bienes y servicios;Variación mensual;2025M04;-0,3
05 Canarias;12 Otros bienes y servicios;Variación mensual;2025M03;0,4
05 Canarias;12 Otros bienes y servicios;Variación mensual;2025M02;0,7
05 Canarias;12 Otros bienes y servicios;Variación mensual;2025M01;0,9
05 Canarias;12 Otros bienes y servicios;Variación anual;2025M10;
05 Canarias;12 Otros bienes y servicios;Variación anual;2025M09;3,1
05 Canarias;12 Otros bienes y servicios;Variación anual;2025M08;3,1
05 Canarias;12 Otros bienes y servicios;Variación anual;2025M07;3
05 Canarias;12 Otros bienes y servicios;Variación anual;2025M06;3,1
05 Canarias;12 Otros bienes y servicios;Variación anual;2025M05;3,2
05 Canarias;12 Otros bienes y servicios;Variación anual;2025M04;2,8
05 Canarias;12 Otros bienes y servicios;Variación anual;2025M03;3,5
05 Canarias;12 Otros bienes y servicios;Variación anual;2025M02;3,6
05 Canarias;12 Otros bienes y servicios;Variación anual;2025M01;3,2
05 Canarias;12 Otros bienes y servicios;Variación en lo que va de año;2025M10;
05 Canarias;12 Otros bienes y servicios;Variación en lo que va de año;2025M09;2,4
05 Canarias;12 Otros bienes y servicios;Variación en lo que va de año;2025M08;2,5
05 Canarias;12 Otros bienes y servicios;Variación en lo que va de año;2025M07;2,3
05 Canarias;12 Otros bienes y servicios;Variación en lo que va de año;2025M06;2,5
05 Canarias;12 Otros bienes y servicios;Variación en lo que va de año;2025M05;2
05 Canarias;12 Otros bienes y servicios;Variación en lo que va de año;2025M04;1,6
05 Canarias;12 Otros bienes y servicios;Variación en lo que va de año;2025M03;1,9
05 Canarias;12 Otros bienes y servicios;Variación en lo que va de año;2025M02;1,5
05 Canarias;12 Otros bienes y servicios;Variación en lo que va de año;2025M01;0,9
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Índice;2025M10;
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Índice;2025M09;130,607
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Índice;2025M08;130,896
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Índice;2025M07;131,663
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Índice;2025M06;132,656
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Índice;2025M05;131,477
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Índice;2025M04;130,849
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Índice;2025M03;130,318
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Índice;2025M02;130,489
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Índice;2025M01;130,296
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Variación mensual;2025M10;
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Variación mensual;2025M09;-0,2
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Variación mensual;2025M08;-0,6
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Variación mensual;2025M07;-0,7
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Variación mensual;2025M06;0,9
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Variación mensual;2025M05;0,5
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Variación mensual;2025M04;0,4
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Variación mensual;2025M03;-0,1
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Variación mensual;2025M02;0,1
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Variación mensual;2025M01;0,3
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Variación anual;2025M10;
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Variación anual;2025M09;2,6
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Variación anual;2025M08;1,8
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Variación anual;2025M07;2,5
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Variación anual;2025M06;2,5
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Variación anual;2025M05;1,6
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Variación anual;2025M04;1,2
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Variación anual;2025M03;2
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Variación anual;2025M02;1,9
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Variación anual;2025M01;1,4
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2025M10;
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2025M09;0,5
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2025M08;0,8
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2025M07;1,3
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2025M06;2,1
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2025M05;1,2
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2025M04;0,7
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2025M03;0,3
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2025M02;0,4
06 Cantabria;01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2025M01;0,3
06 Cantabria;02 Bebidas alcohólicas y tabaco;Índice;2025M10;
06 Cantabria;02 Bebidas alcohólicas y tabaco;Índice;2025M09;123,881
06 Cantabria;02 Bebidas alcohólicas y tabaco;Índice;2025M08;123,229
06 Cantabria;02 Bebidas alcohólicas y tabaco;Índice;2025M07;124,349
06 Cantabria;02 Bebidas alcohólicas y tabaco;Índice;2025M06;123,83
06 Cantabria;02 Bebidas alcohólicas y tabaco;Índice;2025M05;123,461
06 Cantabria;02 Bebidas alcohólicas y tabaco;Índice;2025M04;121,633
06 Cantabria;02 Bebidas alcohólicas y tabaco;Índice;2025M03;122,002
06 Cantabria;02 Bebidas alcohólicas y tabaco;Índice;2025M02;120,77
06 Cantabria;02 Bebidas alcohólicas y tabaco;Índice;2025M01;120,499
06 Cantabria;02 Bebidas alcohólicas y tabaco;Variación mensual;2025M10;
06 Cantabria;02 Bebidas alcohólicas y tabaco;Variación mensual;2025M09;0,5
06 Cantabria;02 Bebidas alcohólicas y tabaco;Variación mensual;2025M08;-0,9
06 Cantabria;02 Bebidas alcohólicas y tabaco;Variación mensual;2025M07;0,4
06 Cantabria;02 Bebidas alcohólicas y tabaco;Variación mensual;2025M06;0,3
06 Cantabria;02 Bebidas alcohólicas y tabaco;Variación mensual;2025M05;1,5
06 Cantabria;02 Bebidas alcohólicas y tabaco;Variación mensual;2025M04;-0,3
06 Cantabria;02 Bebidas alcohólicas y tabaco;Variación mensual;2025M03;1
06 Cantabria;02 Bebidas alcohólicas y tabaco;Variación mensual;2025M02;0,2
06 Cantabria;02 Bebidas alcohólicas y tabaco;Variación mensual;2025M01;1,7
06 Cantabria;02 Bebidas alcohólicas y tabaco;Variación anual;2025M10;
06 Cantabria;02 Bebidas alcohólicas y tabaco;Variación anual;2025M09;5,6
06 Cantabria;02 Bebidas alcohólicas y tabaco;Variación anual;2025M08;5,4
06 Cantabria;02 Bebidas alcohólicas y tabaco;Variación anual;2025M07;6
06 Cantabria;02 Bebidas alcohólicas y tabaco;Variación anual;2025M06;6,2
06 Cantabria;02 Bebidas alcohólicas y tabaco;Variación anual;2025M05;4,8
06 Cantabria;02 Bebidas alcohólicas y tabaco;Variación anual;2025M04;3,9
06 Cantabria;02 Bebidas alcohólicas y tabaco;Variación anual;2025M03;4
06 Cantabria;02 Bebidas alcohólicas y tabaco;Variación anual;2025M02;3,4
06 Cantabria;02 Bebidas alcohólicas y tabaco;Variación anual;2025M01;4,8
06 Cantabria;02 Bebidas alcohólicas y tabaco;Variación en lo que va de año;2025M10;
06 Cantabria;02 Bebidas alcohólicas y tabaco;Variación en lo que va de año;2025M09;4,5
06 Cantabria;02 Bebidas alcohólicas y tabaco;Variación en lo que va de año;2025M08;4
06 Cantabria;02 Bebidas alcohólicas y tabaco;Variación en lo que va de año;2025M07;4,9
06 Cantabria;02 Bebidas alcohólicas y tabaco;Variación en lo que va de año;2025M06;4,5
06 Cantabria;02 Bebidas alcohólicas y tabaco;Variación en lo que va de año;2025M05;4,2
06 Cantabria;02 Bebidas alcohólicas y tabaco;Variación en lo que va de año;2025M04;2,6
06 Cantabria;02 Bebidas alcohólicas y tabaco;Variación en lo que va de año;2025M03;3
06 Cantabria;02 Bebidas alcohólicas y tabaco;Variación en lo que va de año;2025M02;1,9
06 Cantabria;02 Bebidas alcohólicas y tabaco;Variación en lo que va de año;2025M01;1,7
06 Cantabria;03 Vestido y calzado;Índice;2025M10;
06 Cantabria;03 Vestido y calzado;Índice;2025M09;98,097
06 Cantabria;03 Vestido y calzado;Índice;2025M08;97,624
06 Cantabria;03 Vestido y calzado;Índice;2025M07;98,644
06 Cantabria;03 Vestido y calzado;Índice;2025M06;106,754
06 Cantabria;03 Vestido y calzado;Índice;2025M05;108,029
06 Cantabria;03 Vestido y calzado;Índice;2025M04;109,193
06 Cantabria;03 Vestido y calzado;Índice;2025M03;99,141
06 Cantabria;03 Vestido y calzado;Índice;2025M02;98,085
06 Cantabria;03 Vestido y calzado;Índice;2025M01;100,076
06 Cantabria;03 Vestido y calzado;Variación mensual;2025M10;
06 Cantabria;03 Vestido y calzado;Variación mensual;2025M09;0,5
06 Cantabria;03 Vestido y calzado;Variación mensual;2025M08;-1
06 Cantabria;03 Vestido y calzado;Variación mensual;2025M07;-7,6
06 Cantabria;03 Vestido y calzado;Variación mensual;2025M06;-1,2
06 Cantabria;03 Vestido y calzado;Variación mensual;2025M05;-1,1
06 Cantabria;03 Vestido y calzado;Variación mensual;2025M04;10,1
06 Cantabria;03 Vestido y calzado;Variación mensual;2025M03;1,1
06 Cantabria;03 Vestido y calzado;Variación mensual;2025M02;-2
06 Cantabria;03 Vestido y calzado;Variación mensual;2025M01;-11,8
06 Cantabria;03 Vestido y calzado;Variación anual;2025M10;
06 Cantabria;03 Vestido y calzado;Variación anual;2025M09;-1,9
06 Cantabria;03 Vestido y calzado;Variación anual;2025M08;0,1
06 Cantabria;03 Vestido y calzado;Variación anual;2025M07;-0,2
06 Cantabria;03 Vestido y calzado;Variación anual;2025M06;-0,2
06 Cantabria;03 Vestido y calzado;Variación anual;2025M05;-2
06 Cantabria;03 Vestido y calzado;Variación anual;2025M04;5,2
06 Cantabria;03 Vestido y calzado;Variación anual;2025M03;1,1
06 Cantabria;03 Vestido y calzado;Variación anual;2025M02;1,1
06 Cantabria;03 Vestido y calzado;Variación anual;2025M01;-0,4
06 Cantabria;03 Vestido y calzado;Variación en lo que va de año;2025M10;
06 Cantabria;03 Vestido y calzado;Variación en lo que va de año;2025M09;-13,6
06 Cantabria;03 Vestido y calzado;Variación en lo que va de año;2025M08;-14
06 Cantabria;03 Vestido y calzado;Variación en lo que va de año;2025M07;-13,1
06 Cantabria;03 Vestido y calzado;Variación en lo que va de año;2025M06;-6
06 Cantabria;03 Vestido y calzado;Variación en lo que va de año;2025M05;-4,8
06 Cantabria;03 Vestido y calzado;Variación en lo que va de año;2025M04;-3,8
06 Cantabria;03 Vestido y calzado;Variación en lo que va de año;2025M03;-12,7
06 Cantabria;03 Vestido y calzado;Variación en lo que va de año;2025M02;-13,6
06 Cantabria;03 Vestido y calzado;Variación en lo que va de año;2025M01;-11,8
06 Cantabria;04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2025M10;
06 Cantabria;04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2025M09;113,427
06 Cantabria;04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2025M08;113,327
06 Cantabria;04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2025M07;113,302
06 Cantabria;04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2025M06;112,756
06 Cantabria;04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2025M05;111,576
06 Cantabria;04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2025M04;111,152
06 Cantabria;04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2025M03;112,338
06 Cantabria;04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2025M02;114,108
06 Cantabria;04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2025M01;113,289
06 Cantabria;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación mensual;2025M10;
06 Cantabria;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación mensual;2025M09;0,1
06 Cantabria;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación mensual;2025M08;0
06 Cantabria;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación mensual;2025M07;0,5
06 Cantabria;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación mensual;2025M06;1,1
06 Cantabria;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación mensual;2025M05;0,4
06 Cantabria;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación mensual;2025M04;-1,1
06 Cantabria;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación mensual;2025M03;-1,6
06 Cantabria;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación mensual;2025M02;0,7
06 Cantabria;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación mensual;2025M01;3,9
06 Cantabria;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación anual;2025M10;
06 Cantabria;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación anual;2025M09;6,7
06 Cantabria;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación anual;2025M08;5,9
