Comunidades y Ciudades Autónomas;Grupos ECOICOP;Tipo de dato;Periodo;Total
Nacional;01 Alimentos y bebidas no alcohólicas;Índice;2025M10;
Nacional;01 Alimentos y bebidas no alcohólicas;Índice;2025M09;131,323
Nacional;01 Alimentos y bebidas no alcohólicas;Índice;2025M08;131,511
Nacional;01 Alimentos y bebidas no alcohólicas;Índice;2025M07;132,529
Nacional;01 Alimentos y bebidas no alcohólicas;Índice;2025M06;133,046
Nacional;01 Alimentos y bebidas no alcohólicas;Índice;2025M05;132,583
Nacional;01 Alimentos y bebidas no alcohólicas;Índice;2025M04;131,966
Nacional;01 Alimentos y bebidas no alcohólicas;Índice;2025M03;131,535
Nacional;01 Alimentos y bebidas no alcohólicas;Índice;2025M02;131,159
Nacional;01 Alimentos y bebidas no alcohólicas;Índice;2025M01;130,732
Nacional;01 Alimentos y bebidas no alcohólicas;Variación mensual;2025M10;
Nacional;01 Alimentos y bebidas no alcohólicas;Variación mensual;2025M09;-0,1
Nacional;01 Alimentos y bebidas no alcohólicas;Variación mensual;2025M08;-0,8
Nacional;01 Alimentos y bebidas no alcohólicas;Variación mensual;2025M07;-0,4
Nacional;01 Alimentos y bebidas no alcohólicas;Variación mensual;2025M06;0,3
Nacional;01 Alimentos y bebidas no alcohólicas;Variación mensual;2025M05;0,5
Nacional;01 Alimentos y bebidas no alcohólicas;Variación mensual;2025M04;0,3
Nacional;01 Alimentos y bebidas no alcohólicas;Variación mensual;2025M03;0,3
Nacional;01 Alimentos y bebidas no alcohólicas;Variación mensual;2025M02;0,3
Nacional;01 Alimentos y bebidas no alcohólicas;Variación mensual;2025M01;0,6
Nacional;01 Alimentos y bebidas no alcohólicas;Variación anual;2025M10;
Nacional;01 Alimentos y bebidas no alcohólicas;Variación anual;2025M09;2,4
Nacional;01 Alimentos y bebidas no alcohólicas;Variación anual;2025M08;2,3
Nacional;01 Alimentos y bebidas no alcohólicas;Variación anual;2025M07;2,7
Nacional;01 Alimentos y bebidas no alcohólicas;Variación anual;2025M06;2,8
Nacional;01 Alimentos y bebidas no alcohólicas;Variación anual;2025M05;2,5
Nacional;01 Alimentos y bebidas no alcohólicas;Variación anual;2025M04;2
Nacional;01 Alimentos y bebidas no alcohólicas;Variación anual;2025M03;2,4
Nacional;01 Alimentos y bebidas no alcohólicas;Variación anual;2025M02;2,2
Nacional;01 Alimentos y bebidas no alcohólicas;Variación anual;2025M01;1,8
Nacional;01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2025M10;
Nacional;01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2025M09;1
Nacional;01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2025M08;1,2
Nacional;01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2025M07;1,9
Nacional;01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2025M06;2,3
Nacional;01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2025M05;2
Nacional;01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2025M04;1,5
Nacional;01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2025M03;1,2
Nacional;01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2025M02;0,9
Nacional;01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2025M01;0,6
Nacional;02 Bebidas alcohólicas y tabaco;Índice;2025M10;
Nacional;02 Bebidas alcohólicas y tabaco;Índice;2025M09;121,229
Nacional;02 Bebidas alcohólicas y tabaco;Índice;2025M08;121,016
Nacional;02 Bebidas alcohólicas y tabaco;Índice;2025M07;121,043
Nacional;02 Bebidas alcohólicas y tabaco;Índice;2025M06;121,163
Nacional;02 Bebidas alcohólicas y tabaco;Índice;2025M05;120,629
Nacional;02 Bebidas alcohólicas y tabaco;Índice;2025M04;119,454
Nacional;02 Bebidas alcohólicas y tabaco;Índice;2025M03;119,727
Nacional;02 Bebidas alcohólicas y tabaco;Índice;2025M02;119,479
Nacional;02 Bebidas alcohólicas y tabaco;Índice;2025M01;119,217
Nacional;02 Bebidas alcohólicas y tabaco;Variación mensual;2025M10;
Nacional;02 Bebidas alcohólicas y tabaco;Variación mensual;2025M09;0,2
Nacional;02 Bebidas alcohólicas y tabaco;Variación mensual;2025M08;0
Nacional;02 Bebidas alcohólicas y tabaco;Variación mensual;2025M07;-0,1
Nacional;02 Bebidas alcohólicas y tabaco;Variación mensual;2025M06;0,4
Nacional;02 Bebidas alcohólicas y tabaco;Variación mensual;2025M05;1
Nacional;02 Bebidas alcohólicas y tabaco;Variación mensual;2025M04;-0,2
Nacional;02 Bebidas alcohólicas y tabaco;Variación mensual;2025M03;0,2
Nacional;02 Bebidas alcohólicas y tabaco;Variación mensual;2025M02;0,2
Nacional;02 Bebidas alcohólicas y tabaco;Variación mensual;2025M01;1,6
Nacional;02 Bebidas alcohólicas y tabaco;Variación anual;2025M10;
Nacional;02 Bebidas alcohólicas y tabaco;Variación anual;2025M09;4,2
Nacional;02 Bebidas alcohólicas y tabaco;Variación anual;2025M08;4,2
Nacional;02 Bebidas alcohólicas y tabaco;Variación anual;2025M07;4,1
Nacional;02 Bebidas alcohólicas y tabaco;Variación anual;2025M06;4,3
Nacional;02 Bebidas alcohólicas y tabaco;Variación anual;2025M05;3,6
Nacional;02 Bebidas alcohólicas y tabaco;Variación anual;2025M04;2,6
Nacional;02 Bebidas alcohólicas y tabaco;Variación anual;2025M03;3,1
Nacional;02 Bebidas alcohólicas y tabaco;Variación anual;2025M02;3
Nacional;02 Bebidas alcohólicas y tabaco;Variación anual;2025M01;4,3
Nacional;02 Bebidas alcohólicas y tabaco;Variación en lo que va de año;2025M10;
Nacional;02 Bebidas alcohólicas y tabaco;Variación en lo que va de año;2025M09;3,4
Nacional;02 Bebidas alcohólicas y tabaco;Variación en lo que va de año;2025M08;3,2
Nacional;02 Bebidas alcohólicas y tabaco;Variación en lo que va de año;2025M07;3,2
Nacional;02 Bebidas alcohólicas y tabaco;Variación en lo que va de año;2025M06;3,3
Nacional;02 Bebidas alcohólicas y tabaco;Variación en lo que va de año;2025M05;2,8
Nacional;02 Bebidas alcohólicas y tabaco;Variación en lo que va de año;2025M04;1,8
Nacional;02 Bebidas alcohólicas y tabaco;Variación en lo que va de año;2025M03;2,1
Nacional;02 Bebidas alcohólicas y tabaco;Variación en lo que va de año;2025M02;1,9
Nacional;02 Bebidas alcohólicas y tabaco;Variación en lo que va de año;2025M01;1,6
Nacional;03 Vestido y calzado;Índice;2025M10;
Nacional;03 Vestido y calzado;Índice;2025M09;102,14
Nacional;03 Vestido y calzado;Índice;2025M08;99,679
Nacional;03 Vestido y calzado;Índice;2025M07;100,675
Nacional;03 Vestido y calzado;Índice;2025M06;110,936
Nacional;03 Vestido y calzado;Índice;2025M05;111,877
Nacional;03 Vestido y calzado;Índice;2025M04;109,174
Nacional;03 Vestido y calzado;Índice;2025M03;101,829
Nacional;03 Vestido y calzado;Índice;2025M02;99,363
Nacional;03 Vestido y calzado;Índice;2025M01;100,922
Nacional;03 Vestido y calzado;Variación mensual;2025M10;
Nacional;03 Vestido y calzado;Variación mensual;2025M09;2,5
Nacional;03 Vestido y calzado;Variación mensual;2025M08;-1
Nacional;03 Vestido y calzado;Variación mensual;2025M07;-9,2
Nacional;03 Vestido y calzado;Variación mensual;2025M06;-0,8
Nacional;03 Vestido y calzado;Variación mensual;2025M05;2,5
Nacional;03 Vestido y calzado;Variación mensual;2025M04;7,2
Nacional;03 Vestido y calzado;Variación mensual;2025M03;2,5
Nacional;03 Vestido y calzado;Variación mensual;2025M02;-1,5
Nacional;03 Vestido y calzado;Variación mensual;2025M01;-11,2
Nacional;03 Vestido y calzado;Variación anual;2025M10;
Nacional;03 Vestido y calzado;Variación anual;2025M09;0,8
Nacional;03 Vestido y calzado;Variación anual;2025M08;0,7
Nacional;03 Vestido y calzado;Variación anual;2025M07;0,8
Nacional;03 Vestido y calzado;Variación anual;2025M06;0,5
Nacional;03 Vestido y calzado;Variación anual;2025M05;0,5
Nacional;03 Vestido y calzado;Variación anual;2025M04;0,3
Nacional;03 Vestido y calzado;Variación anual;2025M03;0,2
Nacional;03 Vestido y calzado;Variación anual;2025M02;0,1
Nacional;03 Vestido y calzado;Variación anual;2025M01;-0,1
Nacional;03 Vestido y calzado;Variación en lo que va de año;2025M10;
Nacional;03 Vestido y calzado;Variación en lo que va de año;2025M09;-10,1
Nacional;03 Vestido y calzado;Variación en lo que va de año;2025M08;-12,3
Nacional;03 Vestido y calzado;Variación en lo que va de año;2025M07;-11,4
Nacional;03 Vestido y calzado;Variación en lo que va de año;2025M06;-2,4
Nacional;03 Vestido y calzado;Variación en lo que va de año;2025M05;-1,6
Nacional;03 Vestido y calzado;Variación en lo que va de año;2025M04;-3,9
Nacional;03 Vestido y calzado;Variación en lo que va de año;2025M03;-10,4
Nacional;03 Vestido y calzado;Variación en lo que va de año;2025M02;-12,6
Nacional;03 Vestido y calzado;Variación en lo que va de año;2025M01;-11,2
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2025M10;
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2025M09;113,575
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2025M08;113,134
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2025M07;113,161
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2025M06;112,551
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2025M05;111,216
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2025M04;110,786
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2025M03;111,805
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2025M02;113,596
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Índice;2025M01;113,047
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación mensual;2025M10;
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación mensual;2025M09;0,4
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación mensual;2025M08;0
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación mensual;2025M07;0,5
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación mensual;2025M06;1,2
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación mensual;2025M05;0,4
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación mensual;2025M04;-0,9
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación mensual;2025M03;-1,6
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación mensual;2025M02;0,5
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación mensual;2025M01;3,8
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación anual;2025M10;
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación anual;2025M09;7,1
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación anual;2025M08;6
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación anual;2025M07;6,7
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación anual;2025M06;4,2
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación anual;2025M05;3,8
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación anual;2025M04;4,2
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación anual;2025M03;5,7
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación anual;2025M02;9,8
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación anual;2025M01;7,9
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2025M10;
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2025M09;4,3
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2025M08;3,9
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2025M07;3,9
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2025M06;3,3
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2025M05;2,1
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2025M04;1,7
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2025M03;2,6
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2025M02;4,3
Nacional;04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2025M01;3,8
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Índice;2025M10;
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Índice;2025M09;113,304
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Índice;2025M08;113,169
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Índice;2025M07;113,164
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Índice;2025M06;113,644
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Índice;2025M05;113,523
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Índice;2025M04;113,255
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Índice;2025M03;113,014
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Índice;2025M02;112,7
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Índice;2025M01;112,638
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación mensual;2025M10;
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación mensual;2025M09;0,1
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación mensual;2025M08;0
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación mensual;2025M07;-0,4
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación mensual;2025M06;0,1
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación mensual;2025M05;0,2
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación mensual;2025M04;0,2
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación mensual;2025M03;0,3
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación mensual;2025M02;0,1
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación mensual;2025M01;-0,4
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación anual;2025M10;
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación anual;2025M09;0,8
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación anual;2025M08;0,8
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación anual;2025M07;0,9
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación anual;2025M06;0,7
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación anual;2025M05;0,6
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación anual;2025M04;0,5
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación anual;2025M03;0,6
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación anual;2025M02;0,5
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación anual;2025M01;0,6
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2025M10;
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2025M09;0,2
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2025M08;0,1
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2025M07;0,1
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2025M06;0,5
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2025M05;0,4
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2025M04;0,2
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2025M03;0
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2025M02;-0,3
Nacional;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2025M01;-0,4
Nacional;06 Sanidad;Índice;2025M10;
Nacional;06 Sanidad;Índice;2025M09;107,615
Nacional;06 Sanidad;Índice;2025M08;107,515
Nacional;06 Sanidad;Índice;2025M07;107,507
Nacional;06 Sanidad;Índice;2025M06;107,368
Nacional;06 Sanidad;Índice;2025M05;107,19
Nacional;06 Sanidad;Índice;2025M04;107,044
Nacional;06 Sanidad;Índice;2025M03;106,634
Nacional;06 Sanidad;Índice;2025M02;106,247
Nacional;06 Sanidad;Índice;2025M01;106,028
Nacional;06 Sanidad;Variación mensual;2025M10;
Nacional;06 Sanidad;Variación mensual;2025M09;0,1
Nacional;06 Sanidad;Variación mensual;2025M08;0
Nacional;06 Sanidad;Variación mensual;2025M07;0,1
Nacional;06 Sanidad;Variación mensual;2025M06;0,2
Nacional;06 Sanidad;Variación mensual;2025M05;0,1
Nacional;06 Sanidad;Variación mensual;2025M04;0,4
Nacional;06 Sanidad;Variación mensual;2025M03;0,4
Nacional;06 Sanidad;Variación mensual;2025M02;0,2
Nacional;06 Sanidad;Variación mensual;2025M01;0,3
Nacional;06 Sanidad;Variación anual;2025M10;
Nacional;06 Sanidad;Variación anual;2025M09;2
Nacional;06 Sanidad;Variación anual;2025M08;2
Nacional;06 Sanidad;Variación anual;2025M07;2
Nacional;06 Sanidad;Variación anual;2025M06;2,1
Nacional;06 Sanidad;Variación anual;2025M05;1,9
Nacional;06 Sanidad;Variación anual;2025M04;2
Nacional;06 Sanidad;Variación anual;2025M03;1,9
Nacional;06 Sanidad;Variación anual;2025M02;1,9
Nacional;06 Sanidad;Variación anual;2025M01;2
Nacional;06 Sanidad;Variación en lo que va de año;2025M10;
Nacional;06 Sanidad;Variación en lo que va de año;2025M09;1,8
Nacional;06 Sanidad;Variación en lo que va de año;2025M08;1,7
Nacional;06 Sanidad;Variación en lo que va de año;2025M07;1,7
Nacional;06 Sanidad;Variación en lo que va de año;2025M06;1,6
Nacional;06 Sanidad;Variación en lo que va de año;2025M05;1,4
Nacional;06 Sanidad;Variación en lo que va de año;2025M04;1,3
Nacional;06 Sanidad;Variación en lo que va de año;2025M03;0,9
Nacional;06 Sanidad;Variación en lo que va de año;2025M02;0,5
Nacional;06 Sanidad;Variación en lo que va de año;2025M01;0,3
Nacional;07 Transporte;Índice;2025M10;
Nacional;07 Transporte;Índice;2025M09;113,11
Nacional;07 Transporte;Índice;2025M08;113,944
Nacional;07 Transporte;Índice;2025M07;113,721
Nacional;07 Transporte;Índice;2025M06;112,302
Nacional;07 Transporte;Índice;2025M05;111,324
Nacional;07 Transporte;Índice;2025M04;112,476
Nacional;07 Transporte;Índice;2025M03;112,65
Nacional;07 Transporte;Índice;2025M02;113,394
Nacional;07 Transporte;Índice;2025M01;112,727
Nacional;07 Transporte;Variación mensual;2025M10;
Nacional;07 Transporte;Variación mensual;2025M09;-0,7
Nacional;07 Transporte;Variación mensual;2025M08;0,2
Nacional;07 Transporte;Variación mensual;2025M07;1,3
Nacional;07 Transporte;Variación mensual;2025M06;0,9
Nacional;07 Transporte;Variación mensual;2025M05;-1
Nacional;07 Transporte;Variación mensual;2025M04;-0,2
Nacional;07 Transporte;Variación mensual;2025M03;-0,7
Nacional;07 Transporte;Variación mensual;2025M02;0,6
Nacional;07 Transporte;Variación mensual;2025M01;0,8
Nacional;07 Transporte;Variación anual;2025M10;
Nacional;07 Transporte;Variación anual;2025M09;2,2
Nacional;07 Transporte;Variación anual;2025M08;1,2
Nacional;07 Transporte;Variación anual;2025M07;0,2
Nacional;07 Transporte;Variación anual;2025M06;-0,8
Nacional;07 Transporte;Variación anual;2025M05;-2
Nacional;07 Transporte;Variación anual;2025M04;-1,6
Nacional;07 Transporte;Variación anual;2025M03;-0,9
Nacional;07 Transporte;Variación anual;2025M02;0,3
Nacional;07 Transporte;Variación anual;2025M01;1,3
Nacional;07 Transporte;Variación en lo que va de año;2025M10;
Nacional;07 Transporte;Variación en lo que va de año;2025M09;1,1
Nacional;07 Transporte;Variación en lo que va de año;2025M08;1,9
Nacional;07 Transporte;Variación en lo que va de año;2025M07;1,7
Nacional;07 Transporte;Variación en lo que va de año;2025M06;0,4
Nacional;07 Transporte;Variación en lo que va de año;2025M05;-0,5
Nacional;07 Transporte;Variación en lo que va de año;2025M04;0,6
Nacional;07 Transporte;Variación en lo que va de año;2025M03;0,7
Nacional;07 Transporte;Variación en lo que va de año;2025M02;1,4
Nacional;07 Transporte;Variación en lo que va de año;2025M01;0,8
Nacional;08 Comunicaciones;Índice;2025M10;
Nacional;08 Comunicaciones;Índice;2025M09;102,624
Nacional;08 Comunicaciones;Índice;2025M08;102,691
Nacional;08 Comunicaciones;Índice;2025M07;102,587
Nacional;08 Comunicaciones;Índice;2025M06;104,447
Nacional;08 Comunicaciones;Índice;2025M05;104,431
Nacional;08 Comunicaciones;Índice;2025M04;104,608
Nacional;08 Comunicaciones;Índice;2025M03;104,414
Nacional;08 Comunicaciones;Índice;2025M02;104,479
Nacional;08 Comunicaciones;Índice;2025M01;103,782
Nacional;08 Comunicaciones;Variación mensual;2025M10;
Nacional;08 Comunicaciones;Variación mensual;2025M09;-0,1
Nacional;08 Comunicaciones;Variación mensual;2025M08;0,1
Nacional;08 Comunicaciones;Variación mensual;2025M07;-1,8
Nacional;08 Comunicaciones;Variación mensual;2025M06;0
Nacional;08 Comunicaciones;Variación mensual;2025M05;-0,2
Nacional;08 Comunicaciones;Variación mensual;2025M04;0,2
Nacional;08 Comunicaciones;Variación mensual;2025M03;-0,1
Nacional;08 Comunicaciones;Variación mensual;2025M02;0,7
Nacional;08 Comunicaciones;Variación mensual;2025M01;3
Nacional;08 Comunicaciones;Variación anual;2025M10;
Nacional;08 Comunicaciones;Variación anual;2025M09;0,9
Nacional;08 Comunicaciones;Variación anual;2025M08;0,8
Nacional;08 Comunicaciones;Variación anual;2025M07;0,6
Nacional;08 Comunicaciones;Variación anual;2025M06;2
Nacional;08 Comunicaciones;Variación anual;2025M05;2
Nacional;08 Comunicaciones;Variación anual;2025M04;2,1
Nacional;08 Comunicaciones;Variación anual;2025M03;2
Nacional;08 Comunicaciones;Variación anual;2025M02;2
Nacional;08 Comunicaciones;Variación anual;2025M01;1,2
Nacional;08 Comunicaciones;Variación en lo que va de año;2025M10;
Nacional;08 Comunicaciones;Variación en lo que va de año;2025M09;1,8
Nacional;08 Comunicaciones;Variación en lo que va de año;2025M08;1,9
Nacional;08 Comunicaciones;Variación en lo que va de año;2025M07;1,8
Nacional;08 Comunicaciones;Variación en lo que va de año;2025M06;3,6
Nacional;08 Comunicaciones;Variación en lo que va de año;2025M05;3,6
Nacional;08 Comunicaciones;Variación en lo que va de año;2025M04;3,8
Nacional;08 Comunicaciones;Variación en lo que va de año;2025M03;3,6
Nacional;08 Comunicaciones;Variación en lo que va de año;2025M02;3,7
Nacional;08 Comunicaciones;Variación en lo que va de año;2025M01;3
Nacional;09 Ocio y cultura;Índice;2025M10;
Nacional;09 Ocio y cultura;Índice;2025M09;110,657
Nacional;09 Ocio y cultura;Índice;2025M08;115,551
Nacional;09 Ocio y cultura;Índice;2025M07;113,844
Nacional;09 Ocio y cultura;Índice;2025M06;111,958
Nacional;09 Ocio y cultura;Índice;2025M05;109,503
Nacional;09 Ocio y cultura;Índice;2025M04;111,567
Nacional;09 Ocio y cultura;Índice;2025M03;108,752
Nacional;09 Ocio y cultura;Índice;2025M02;108,691
Nacional;09 Ocio y cultura;Índice;2025M01;108,138
Nacional;09 Ocio y cultura;Variación mensual;2025M10;
Nacional;09 Ocio y cultura;Variación mensual;2025M09;-4,2
Nacional;09 Ocio y cultura;Variación mensual;2025M08;1,5
Nacional;09 Ocio y cultura;Variación mensual;2025M07;1,7
Nacional;09 Ocio y cultura;Variación mensual;2025M06;2,2
Nacional;09 Ocio y cultura;Variación mensual;2025M05;-1,9
Nacional;09 Ocio y cultura;Variación mensual;2025M04;2,6
Nacional;09 Ocio y cultura;Variación mensual;2025M03;0,1
Nacional;09 Ocio y cultura;Variación mensual;2025M02;0,5
Nacional;09 Ocio y cultura;Variación mensual;2025M01;-3,3
Nacional;09 Ocio y cultura;Variación anual;2025M10;
Nacional;09 Ocio y cultura;Variación anual;2025M09;0,6
Nacional;09 Ocio y cultura;Variación anual;2025M08;0,7
Nacional;09 Ocio y cultura;Variación anual;2025M07;0,6
Nacional;09 Ocio y cultura;Variación anual;2025M06;0,5
Nacional;09 Ocio y cultura;Variación anual;2025M05;0,5
Nacional;09 Ocio y cultura;Variación anual;2025M04;2,7
Nacional;09 Ocio y cultura;Variación anual;2025M03;-0,3
Nacional;09 Ocio y cultura;Variación anual;2025M02;1,4
Nacional;09 Ocio y cultura;Variación anual;2025M01;1,9
Nacional;09 Ocio y cultura;Variación en lo que va de año;2025M10;
Nacional;09 Ocio y cultura;Variación en lo que va de año;2025M09;-1
Nacional;09 Ocio y cultura;Variación en lo que va de año;2025M08;3,4
Nacional;09 Ocio y cultura;Variación en lo que va de año;2025M07;1,8
Nacional;09 Ocio y cultura;Variación en lo que va de año;2025M06;0,1
Nacional;09 Ocio y cultura;Variación en lo que va de año;2025M05;-2
Nacional;09 Ocio y cultura;Variación en lo que va de año;2025M04;-0,2
Nacional;09 Ocio y cultura;Variación en lo que va de año;2025M03;-2,7
Nacional;09 Ocio y cultura;Variación en lo que va de año;2025M02;-2,8
Nacional;09 Ocio y cultura;Variación en lo que va de año;2025M01;-3,3
Nacional;10 Enseñanza;Índice;2025M10;
Nacional;10 Enseñanza;Índice;2025M09;109,648
Nacional;10 Enseñanza;Índice;2025M08;108,099
Nacional;10 Enseñanza;Índice;2025M07;108,07
Nacional;10 Enseñanza;Índice;2025M06;108,014
Nacional;10 Enseñanza;Índice;2025M05;108,018
Nacional;10 Enseñanza;Índice;2025M04;107,985
Nacional;10 Enseñanza;Índice;2025M03;107,971
Nacional;10 Enseñanza;Índice;2025M02;107,943
Nacional;10 Enseñanza;Índice;2025M01;107,894
Nacional;10 Enseñanza;Variación mensual;2025M10;
Nacional;10 Enseñanza;Variación mensual;2025M09;1,4
Nacional;10 Enseñanza;Variación mensual;2025M08;0
Nacional;10 Enseñanza;Variación mensual;2025M07;0,1
Nacional;10 Enseñanza;Variación mensual;2025M06;0
Nacional;10 Enseñanza;Variación mensual;2025M05;0
Nacional;10 Enseñanza;Variación mensual;2025M04;0
Nacional;10 Enseñanza;Variación mensual;2025M03;0
Nacional;10 Enseñanza;Variación mensual;2025M02;0
Nacional;10 Enseñanza;Variación mensual;2025M01;0
Nacional;10 Enseñanza;Variación anual;2025M10;
Nacional;10 Enseñanza;Variación anual;2025M09;2,8
Nacional;10 Enseñanza;Variación anual;2025M08;2,6
Nacional;10 Enseñanza;Variación anual;2025M07;2,5
